DateKey;mouth;year;day
20070628;6;2007;28
20051113;11;2005;13
20050621;6;2005;21
20051202;12;2005;2
20050911;9;2005;11
20060920;9;2006;20
20060514;5;2006;14
20061227;12;2006;27
20060903;9;2006;3
20060611;6;2006;11
20070504;5;2007;4
20070225;2;2007;25
20070208;2;2007;8
20061224;12;2006;24
20070622;6;2007;22
20080703;7;2008;3
20070323;3;2007;23
20070705;7;2007;5
20090510;5;2009;10
20080424;4;2008;24
20080407;4;2008;7
20080508;5;2008;8
20080619;6;2008;19
20080716;7;2008;16
20080620;6;2008;20
20100326;3;2010;26
20090714;7;2009;14
20080616;6;2008;16
20080713;7;2008;13
20101021;10;2010;21
20100324;3;2010;24
20101026;10;2010;26
20100325;3;2010;25
20180427;4;2018;27
20160830;8;2016;30
20180626;6;2018;26
20180618;6;2018;18
20180730;7;2018;30
20180305;3;2018;5
20180905;9;2018;5
20180706;7;2018;6
20180731;7;2018;31
20180920;9;2018;20
20180802;8;2018;2
20180915;9;2018;15
20011030;10;2001;30
20011002;10;2001;2
19991119;11;1999;19
20140920;9;2014;20
20140913;9;2014;13
20011209;12;2001;9
20080911;9;2008;11
20080920;9;2008;20
19961127;11;1996;27
19960606;6;1996;6
19960712;7;1996;12
20001124;11;2000;24
20000222;2;2000;22
20121128;11;2012;28
20121125;11;2012;25
20121219;12;2012;19
20121129;11;2012;29
20121216;12;2012;16
20160704;7;2016;4
20160706;7;2016;6
20160707;7;2016;7
20160708;7;2016;8
20160705;7;2016;5
20180818;8;2018;18
20180822;8;2018;22
20120911;9;2012;11
20121213;12;2012;13
20120904;9;2012;4
20130329;3;2013;29
20130609;6;2013;9
20131227;12;2013;27
20120905;9;2012;5
20130108;1;2013;8
20140525;5;2014;25
20121225;12;2012;25
20141211;12;2014;11
20121011;10;2012;11
20121223;12;2012;23
20171011;10;2017;11
20150827;8;2015;27
20121218;12;2012;18
20150124;1;2015;24
20130505;5;2013;5
20140906;9;2014;6
20141108;11;2014;8
20141125;11;2014;25
20160118;1;2016;18
20120917;9;2012;17
20140126;1;2014;26
20130310;3;2013;10
20140911;9;2014;11
20130401;4;2013;1
20121207;12;2012;7
20120907;9;2012;7
20120922;9;2012;22
20140326;3;2014;26
20150722;7;2015;22
20121124;11;2012;24
20130121;1;2013;21
20130216;2;2013;16
20130406;4;2013;6
20140916;9;2014;16
20140215;2;2014;15
20130227;2;2013;27
20131222;12;2013;22
20130901;9;2013;1
20140131;1;2014;31
20141109;11;2014;9
20121229;12;2012;29
20120926;9;2012;26
20161015;10;2016;15
20121003;10;2012;3
20141201;12;2014;1
20121001;10;2012;1
20130303;3;2013;3
20150902;9;2015;2
20141009;10;2014;9
20150510;5;2015;10
20141223;12;2014;23
20150519;5;2015;19
20121224;12;2012;24
20150717;7;2015;17
20130316;3;2013;16
20150202;2;2015;2
20140812;8;2014;12
20170130;1;2017;30
20121118;11;2012;18
20130803;8;2013;3
20141209;12;2014;9
20130324;3;2013;24
20131208;12;2013;8
20140104;1;2014;4
20170625;6;2017;25
20130111;1;2013;11
20121021;10;2012;21
20150322;3;2015;22
20141013;10;2014;13
20121005;10;2012;5
20140813;8;2014;13
20130518;5;2013;18
20121023;10;2012;23
20130519;5;2013;19
20141207;12;2014;7
20141206;12;2014;6
20120924;9;2012;24
20150820;8;2015;20
20130129;1;2013;29
20150501;5;2015;1
20130114;1;2013;14
20130305;3;2013;5
20141202;12;2014;2
20130524;5;2013;24
20140530;5;2014;30
20140702;7;2014;2
20130211;2;2013;11
20140917;9;2014;17
20131215;12;2013;15
20130128;1;2013;28
20140801;8;2014;1
20121222;12;2012;22
20130529;5;2013;29
20140902;9;2014;2
20120925;9;2012;25
20140703;7;2014;3
20130916;9;2013;16
20140725;7;2014;25
20120918;9;2012;18
20120915;9;2012;15
20121016;10;2012;16
20130315;3;2013;15
20121012;10;2012;12
20130219;2;2013;19
20121119;11;2012;19
20121221;12;2012;21
20130205;2;2013;5
20131021;10;2013;21
20121202;12;2012;2
20131209;12;2013;9
20130109;1;2013;9
20130210;2;2013;10
20130203;2;2013;3
20130206;2;2013;6
20130325;3;2013;25
20130302;3;2013;2
20130312;3;2013;12
20130530;5;2013;30
20121220;12;2012;20
20130215;2;2013;15
20130516;5;2013;16
20130502;5;2013;2
20130423;4;2013;23
20130913;9;2013;13
20130718;7;2013;18
20130714;7;2013;14
20131006;10;2013;6
20140106;1;2014;6
20131125;11;2013;25
20140515;5;2014;15
20131010;10;2013;10
20140715;7;2014;15
20130816;8;2013;16
20130707;7;2013;7
20140108;1;2014;8
20131225;12;2013;25
20130906;9;2013;6
20130912;9;2013;12
20131223;12;2013;23
20140714;7;2014;14
20140211;2;2014;11
20140923;9;2014;23
20131226;12;2013;26
20130830;8;2013;30
20131106;11;2013;6
20131216;12;2013;16
20131224;12;2013;24
20131219;12;2013;19
20140206;2;2014;6
20140207;2;2014;7
20140129;1;2014;29
20150317;3;2015;17
20140331;3;2014;31
20140128;1;2014;28
20141020;10;2014;20
20140701;7;2014;1
20140519;5;2014;19
20140323;3;2014;23
20140511;5;2014;11
20141019;10;2014;19
20140510;5;2014;10
20140531;5;2014;31
20140529;5;2014;29
20140610;6;2014;10
20150315;3;2015;15
20150507;5;2015;7
20140731;7;2014;31
20140806;8;2014;6
20140805;8;2014;5
20140804;8;2014;4
20140918;9;2014;18
20141025;10;2014;25
20140912;9;2014;12
20140903;9;2014;3
20141005;10;2014;5
20140904;9;2014;4
20150615;6;2015;15
20150125;1;2015;25
20140915;9;2014;15
20150309;3;2015;9
20150607;6;2015;7
20150719;7;2015;19
20180121;1;2018;21
20150814;8;2015;14
20150522;5;2015;22
20150723;7;2015;23
20160605;6;2016;5
20150720;7;2015;20
20150220;2;2015;20
20151221;12;2015;21
20150321;3;2015;21
20150201;2;2015;1
20150824;8;2015;24
20170730;7;2017;30
20161016;10;2016;16
20180516;5;2018;16
20180520;5;2018;20
20170604;6;2017;4
20160509;5;2016;9
20170214;2;2017;14
20160109;1;2016;9
20150706;7;2015;6
20151019;10;2015;19
20151117;11;2015;17
20151009;10;2015;9
20170114;1;2017;14
20170107;1;2017;7
20151225;12;2015;25
20180715;7;2018;15
20170915;9;2017;15
20170112;1;2017;12
20160221;2;2016;21
20180218;2;2018;18
20160502;5;2016;2
20171226;12;2017;26
20180211;2;2018;11
20160918;9;2016;18
20170108;1;2017;8
20161014;10;2016;14
20170113;1;2017;13
20160831;8;2016;31
20180918;9;2018;18
20161023;10;2016;23
20161113;11;2016;13
20161208;12;2016;8
20170624;6;2017;24
20170923;9;2017;23
20170909;9;2017;9
20170924;9;2017;24
20170213;2;2017;13
20170903;9;2017;3
20180714;7;2018;14
20170911;9;2017;11
20171001;10;2017;1
20171203;12;2017;3
20170928;9;2017;28
20050713;7;2005;13
20160808;8;2016;8
20101009;10;2010;9
20070529;5;2007;29
20011114;11;2001;14
20151108;11;2015;8
20060306;3;2006;6
20060505;5;2006;5
20140709;7;2014;9
19960817;8;1996;17
19991103;11;1999;3
20050629;6;2005;29
19991222;12;1999;22
20020708;7;2002;8
20040727;7;2004;27
20020928;9;2002;28
20040728;7;2004;28
20060111;1;2006;11
20000803;8;2000;3
20000829;8;2000;29
19991220;12;1999;20
20000123;1;2000;23
19991221;12;1999;21
19991229;12;1999;29
19991228;12;1999;28
20000112;1;2000;12
20000117;1;2000;17
20000607;6;2000;7
20000601;6;2000;1
20010707;7;2001;7
19991017;10;1999;17
19961218;12;1996;18
20090210;2;2009;10
20180722;7;2018;22
20180805;8;2018;5
20180806;8;2018;6
19960809;8;1996;9
19960729;7;1996;29
20070214;2;2007;14
20071207;12;2007;7
20090326;3;2009;26
20070211;2;2007;11
20071210;12;2007;10
20070322;3;2007;22
20090813;8;2009;13
20081111;11;2008;11
20091201;12;2009;1
20080108;1;2008;8
20070224;2;2007;24
20100917;9;2010;17
20070501;5;2007;1
20090407;4;2009;7
20071209;12;2007;9
20090723;7;2009;23
20091021;10;2009;21
20070215;2;2007;15
20081006;10;2008;6
20070422;4;2007;22
20070226;2;2007;26
20080206;2;2008;6
20080118;1;2008;18
20091218;12;2009;18
20090925;9;2009;25
20081216;12;2008;16
20080917;9;2008;17
20070403;4;2007;3
20090317;3;2009;17
20070810;8;2007;10
20080201;2;2008;1
20080204;2;2008;4
20080208;2;2008;8
20071212;12;2007;12
20080312;3;2008;12
20070404;4;2007;4
20080116;1;2008;16
20081009;10;2008;9
20080316;3;2008;16
20101001;10;2010;1
20080115;1;2008;15
20101027;10;2010;27
20090713;7;2009;13
20080728;7;2008;28
20090123;1;2009;23
20070313;3;2007;13
20070222;2;2007;22
20100921;9;2010;21
20101104;11;2010;4
20100920;9;2010;20
20070315;3;2007;15
20090615;6;2009;15
20081110;11;2008;10
20081124;11;2008;24
20090808;8;2009;8
20081118;11;2008;18
20081003;10;2008;3
20081001;10;2008;1
20080220;2;2008;20
20070303;3;2007;3
20070314;3;2007;14
20070307;3;2007;7
20070304;3;2007;4
20080818;8;2008;18
20110206;2;2011;6
20080412;4;2008;12
20090429;4;2009;29
20090218;2;2009;18
20070402;4;2007;2
20070419;4;2007;19
20090226;2;2009;26
20070227;2;2007;27
20070321;3;2007;21
20090504;5;2009;4
20071225;12;2007;25
20081203;12;2008;3
20080501;5;2008;1
20080926;9;2008;26
20070407;4;2007;7
20080915;9;2008;15
20080409;4;2008;9
20090127;1;2009;27
20080506;5;2008;6
20070816;8;2007;16
20080414;4;2008;14
20101118;11;2010;18
20090430;4;2009;30
20090803;8;2009;3
20081215;12;2008;15
20080912;9;2008;12
20081222;12;2008;22
20070320;3;2007;20
20090223;2;2009;23
20070311;3;2007;11
20070424;4;2007;24
20070412;4;2007;12
20081023;10;2008;23
20080330;3;2008;30
20080518;5;2008;18
20070513;5;2007;13
20070506;5;2007;6
20080519;5;2008;19
20080114;1;2008;14
20070825;8;2007;25
20071219;12;2007;19
20071220;12;2007;20
20070912;9;2007;12
20080203;2;2008;3
20080103;1;2008;3
20080318;3;2008;18
20081201;12;2008;1
20100104;1;2010;4
20080205;2;2008;5
20090318;3;2009;18
20080306;3;2008;6
20090118;1;2009;18
20080928;9;2008;28
20080505;5;2008;5
20090203;2;2009;3
20081027;10;2008;27
20081125;11;2008;25
20090309;3;2009;9
20090319;3;2009;19
20090726;7;2009;26
20090120;1;2009;20
20090809;8;2009;9
20091111;11;2009;11
20110124;1;2011;24
20110126;1;2011;26
20101224;12;2010;24
20101229;12;2010;29
20111012;10;2011;12
19970314;3;1997;14
19970423;4;1997;23
20071030;10;2007;30
20170926;9;2017;26
20120923;9;2012;23
20121014;10;2012;14
20121029;10;2012;29
20130907;9;2013;7
20130910;9;2013;10
20171224;12;2017;24
19960521;5;1996;21
19960522;5;1996;22
20151226;12;2015;26
20151209;12;2015;9
20161017;10;2016;17
20160131;1;2016;31
20160402;4;2016;2
20160719;7;2016;19
20160523;5;2016;23
20161229;12;2016;29
20151213;12;2015;13
20160128;1;2016;28
20161228;12;2016;28
20161214;12;2016;14
20050623;6;2005;23
20050624;6;2005;24
20030602;6;2003;2
20010102;1;2001;2
20010104;1;2001;4
20001206;12;2000;6
20010110;1;2001;10
20090125;1;2009;25
20090405;4;2009;5
20010103;1;2001;3
20010326;3;2001;26
20050330;3;2005;30
20020227;2;2002;27
20010126;1;2001;26
20030319;3;2003;19
20031215;12;2003;15
20020807;8;2002;7
20080901;9;2008;1
20030506;5;2003;6
20040625;6;2004;25
20021018;10;2002;18
20020430;4;2002;30
20090706;7;2009;6
20041221;12;2004;21
20031114;11;2003;14
20070301;3;2007;1
20011009;10;2001;9
20030416;4;2003;16
20020710;7;2002;10
20050822;8;2005;22
20020502;5;2002;2
20010424;4;2001;24
20010703;7;2001;3
20010312;3;2001;12
20020318;3;2002;18
20010529;5;2001;29
20011003;10;2001;3
20011107;11;2001;7
20010709;7;2001;9
20020108;1;2002;8
20040811;8;2004;11
20020820;8;2002;20
20020930;9;2002;30
20020911;9;2002;11
20020603;6;2002;3
20021223;12;2002;23
20020815;8;2002;15
20020716;7;2002;16
20040114;1;2004;14
20030224;2;2003;24
20030131;1;2003;31
20060802;8;2006;2
20041124;11;2004;24
20041126;11;2004;26
20031117;11;2003;17
20030513;5;2003;13
20040617;6;2004;17
20040119;1;2004;19
20031001;10;2003;1
20040809;8;2004;9
20030623;6;2003;23
20041020;10;2004;20
20040427;4;2004;27
20050103;1;2005;3
20040622;6;2004;22
20060201;2;2006;1
20070618;6;2007;18
20080623;6;2008;23
20080303;3;2008;3
20040629;6;2004;29
20041011;10;2004;11
20050509;5;2005;9
20040804;8;2004;4
20050214;2;2005;14
20070702;7;2007;2
20041227;12;2004;27
20041210;12;2004;10
20040611;6;2004;11
20040610;6;2004;10
20040109;1;2004;9
20040824;8;2004;24
20040908;9;2004;8
20070822;8;2007;22
20051125;11;2005;25
20040913;9;2004;13
20050207;2;2005;7
20041216;12;2004;16
20071106;11;2007;6
20050613;6;2005;13
20050725;7;2005;25
20050221;2;2005;21
20060110;1;2006;10
20050419;4;2005;19
20060119;1;2006;19
20051223;12;2005;23
20090628;6;2009;28
20050718;7;2005;18
20051003;10;2005;3
20050908;9;2005;8
20060418;4;2006;18
20060125;1;2006;25
20060423;4;2006;23
20051228;12;2005;28
20060327;3;2006;27
20060508;5;2006;8
20070716;7;2007;16
20070730;7;2007;30
20060307;3;2006;7
20060413;4;2006;13
20080725;7;2008;25
20060622;6;2006;22
20060403;4;2006;3
20080612;6;2008;12
20060905;9;2006;5
20060516;5;2006;16
20051121;11;2005;21
20060703;7;2006;3
20060914;9;2006;14
20060710;7;2006;10
20061114;11;2006;14
20070430;4;2007;30
20061016;10;2006;16
20080110;1;2008;10
20060814;8;2006;14
20080225;2;2008;25
20070308;3;2007;8
20080214;2;2008;14
20070409;4;2007;9
20070103;1;2007;3
20070508;5;2007;8
20070417;4;2007;17
20070521;5;2007;21
20070806;8;2007;6
20070514;5;2007;14
20090824;8;2009;24
20080410;4;2008;10
20080727;7;2008;27
20091027;10;2009;27
20090208;2;2009;8
20100209;2;2010;9
20090113;1;2009;13
20081106;11;2008;6
20090805;8;2009;5
20091229;12;2009;29
20090901;9;2009;1
20100105;1;2010;5
20160117;1;2016;17
20160527;5;2016;27
20080825;8;2008;25
20020423;4;2002;23
20111211;12;2011;11
20021215;12;2002;15
20010517;5;2001;17
20161231;12;2016;31
20001110;11;2000;10
20130209;2;2013;9
20130101;1;2013;1
20100101;1;2010;1
20090620;6;2009;20
20060218;2;2006;18
20030103;1;2003;3
20110319;3;2011;19
20020323;3;2002;23
20131128;11;2013;28
20020329;3;2002;29
20030228;2;2003;28
20110528;5;2011;28
20071125;11;2007;25
20150914;9;2015;14
20070127;1;2007;27
20150123;1;2015;23
20120108;1;2012;8
20110314;3;2011;14
20120219;2;2012;19
20110131;1;2011;31
20110606;6;2011;6
20120115;1;2012;15
20111210;12;2011;10
20111225;12;2011;25
20111227;12;2011;27
20111226;12;2011;26
20120326;3;2012;26
20120122;1;2012;22
20160204;2;2016;4
20171217;12;2017;17
20030210;2;2003;10
20000818;8;2000;18
19980719;7;1998;19
20151218;12;2015;18
20151217;12;2015;17
20160618;6;2016;18
20160116;1;2016;16
20160702;7;2016;2
20160113;1;2016;13
20151208;12;2015;8
20160320;3;2016;20
20160331;3;2016;31
20160312;3;2016;12
20160115;1;2016;15
20161110;11;2016;10
20001119;11;2000;19
20150303;3;2015;3
20080521;5;2008;21
19970128;1;1997;28
19971206;12;1997;6
19980329;3;1998;29
19981210;12;1998;10
19980527;5;1998;27
19981122;11;1998;22
19990308;3;1999;8
19971130;11;1997;30
20000106;1;2000;6
19990620;6;1999;20
19980524;5;1998;24
19990803;8;1999;3
19990901;9;1999;1
19981223;12;1998;23
19971204;12;1997;4
19990207;2;1999;7
19971222;12;1997;22
19990712;7;1999;12
19981220;12;1998;20
19980615;6;1998;15
19980607;6;1998;7
19980315;3;1998;15
19971123;11;1997;23
19990317;3;1999;17
19980624;6;1998;24
19971229;12;1997;29
19981108;11;1998;8
19971028;10;1997;28
19980104;1;1998;4
19980525;5;1998;25
19990228;2;1999;28
19971214;12;1997;14
19980621;6;1998;21
19980215;2;1998;15
19990728;7;1999;28
19990323;3;1999;23
19980614;6;1998;14
19980809;8;1998;9
19980119;1;1998;19
19990113;1;1999;13
19990215;2;1999;15
19980810;8;1998;10
19990325;3;1999;25
19981025;10;1998;25
19990726;7;1999;26
19990324;3;1999;24
19990103;1;1999;3
19990711;7;1999;11
19991231;12;1999;31
19990214;2;1999;14
19990221;2;1999;21
19990815;8;1999;15
19991223;12;1999;23
19991217;12;1999;17
19991215;12;1999;15
19990829;8;1999;29
19991010;10;1999;10
19991121;11;1999;21
20160409;4;2016;9
20170508;5;2017;8
20171202;12;2017;2
20170403;4;2017;3
20180306;3;2018;6
20170506;5;2017;6
20160411;4;2016;11
20160517;5;2016;17
20160504;5;2016;4
20180225;2;2018;25
20160428;4;2016;28
20160505;5;2016;5
20160515;5;2016;15
20180826;8;2018;26
20180429;4;2018;29
20160531;5;2016;31
20160426;4;2016;26
20160521;5;2016;21
20180228;2;2018;28
20180705;7;2018;5
20180801;8;2018;1
20170527;5;2017;27
20180227;2;2018;27
20160429;4;2016;29
20180208;2;2018;8
20160506;5;2016;6
20180423;4;2018;23
20180404;4;2018;4
20180712;7;2018;12
20170427;4;2017;27
20180312;3;2018;12
20170507;5;2017;7
20180302;3;2018;2
20160528;5;2016;28
20160416;4;2016;16
20160427;4;2016;27
20180310;3;2018;10
20180226;2;2018;26
20170326;3;2017;26
20180825;8;2018;25
20170323;3;2017;23
20180224;2;2018;24
20180708;7;2018;8
20180308;3;2018;8
20160414;4;2016;14
20180713;7;2018;13
20180919;9;2018;19
20180315;3;2018;15
20070803;8;2007;3
20070910;9;2007;10
20070804;8;2007;4
20090130;1;2009;30
20080520;5;2008;20
20070817;8;2007;17
20080710;7;2008;10
20071226;12;2007;26
20071103;11;2007;3
20071211;12;2007;11
20081117;11;2008;17
20070913;9;2007;13
20080313;3;2008;13
20090520;5;2009;20
20070815;8;2007;15
20070911;9;2007;11
20070813;8;2007;13
20080804;8;2008;4
20070812;8;2007;12
20080724;7;2008;24
20071127;11;2007;27
20081020;10;2008;20
20071013;10;2007;13
20070927;9;2007;27
20071012;10;2007;12
20080228;2;2008;28
20081212;12;2008;12
20080304;3;2008;4
20071017;10;2007;17
20070924;9;2007;24
20080120;1;2008;20
20070823;8;2007;23
20071010;10;2007;10
20070820;8;2007;20
20080807;8;2008;7
20090612;6;2009;12
20090608;6;2009;8
20150116;1;2015;16
20040607;6;2004;7
20050309;3;2005;9
20040307;3;2004;7
20030710;7;2003;10
20030121;1;2003;21
20020827;8;2002;27
19960610;6;1996;10
19960911;9;1996;11
19960608;6;1996;8
19960812;8;1996;12
19961105;11;1996;5
19960615;6;1996;15
19960701;7;1996;1
19961231;12;1996;31
19961122;11;1996;22
19961003;10;1996;3
19960713;7;1996;13
19961222;12;1996;22
19960616;6;1996;16
19961228;12;1996;28
19960630;6;1996;30
20050322;3;2005;22
20150502;5;2015;2
20150430;4;2015;30
20150503;5;2015;3
20120909;9;2012;9
20150314;3;2015;14
20100106;1;2010;6
20141018;10;2014;18
20100118;1;2010;18
20150601;6;2015;1
20100606;6;2010;6
20141129;11;2014;29
20141227;12;2014;27
20150915;9;2015;15
20100602;6;2010;2
20141220;12;2014;20
20091025;10;2009;25
20100610;6;2010;10
20091220;12;2009;20
20090206;2;2009;6
20141110;11;2014;10
20110809;8;2011;9
20100301;3;2010;1
20120623;6;2012;23
20151003;10;2015;3
20120716;7;2012;16
20090928;9;2009;28
20101203;12;2010;3
20100221;2;2010;21
20120718;7;2012;18
20141030;10;2014;30
20100823;8;2010;23
20110514;5;2011;14
20141111;11;2014;11
20150405;4;2015;5
20150413;4;2015;13
20151029;10;2015;29
20141128;11;2014;28
20161226;12;2016;26
20150525;5;2015;25
20150221;2;2015;21
20141012;10;2014;12
20150217;2;2015;17
20151118;11;2015;18
20100207;2;2010;7
20111030;10;2011;30
20100429;4;2010;29
20141214;12;2014;14
20150206;2;2015;6
20100314;3;2010;14
20091123;11;2009;23
20150409;4;2015;9
20151023;10;2015;23
20090404;4;2009;4
20100923;9;2010;23
20100707;7;2010;7
20150404;4;2015;4
20141102;11;2014;2
20120106;1;2012;6
20120629;6;2012;29
20180507;5;2018;7
20160122;1;2016;22
20120622;6;2012;22
20100208;2;2010;8
20120903;9;2012;3
20150121;1;2015;21
20150126;1;2015;26
20100310;3;2010;10
20150825;8;2015;25
20150224;2;2015;24
20150211;2;2015;11
20121214;12;2012;14
20110205;2;2011;5
20111216;12;2011;16
20111113;11;2011;13
20150417;4;2015;17
20100201;2;2010;1
20150129;1;2015;29
20141115;11;2014;15
20120830;8;2012;30
20100411;4;2010;11
20151007;10;2015;7
20100706;7;2010;6
20110304;3;2011;4
20150204;2;2015;4
20090406;4;2009;6
20100819;8;2010;19
20150113;1;2015;13
20151004;10;2015;4
20111022;10;2011;22
20141213;12;2014;13
20150624;6;2015;24
20120825;8;2012;25
20150612;6;2015;12
20100117;1;2010;17
20100811;8;2010;11
20161213;12;2016;13
20160102;1;2016;2
20150408;4;2015;8
20100304;3;2010;4
20110429;4;2011;29
20150412;4;2015;12
20160130;1;2016;30
20170115;1;2017;15
20090220;2;2009;20
20180909;9;2018;9
20120317;3;2012;17
20110416;4;2011;16
20150324;3;2015;24
20150623;6;2015;23
20151016;10;2015;16
20120102;1;2012;2
20150626;6;2015;26
20110513;5;2011;13
20141015;10;2014;15
20120101;1;2012;1
20150311;3;2015;11
20150302;3;2015;2
20160220;2;2016;20
20110515;5;2011;15
20150708;7;2015;8
20150530;5;2015;30
20101211;12;2010;11
20160219;2;2016;19
20160105;1;2016;5
20150605;6;2015;5
20150709;7;2015;9
20150319;3;2015;19
20110723;7;2011;23
20100401;4;2010;1
20110907;9;2011;7
20100815;8;2010;15
20110307;3;2011;7
20110212;2;2011;12
20110129;1;2011;29
20110318;3;2011;18
20150401;4;2015;1
20120226;2;2012;26
20110806;8;2011;6
20150306;3;2015;6
20141017;10;2014;17
20150523;5;2015;23
20180103;1;2018;3
20141031;10;2014;31
20180204;2;2018;4
20130222;2;2013;22
20150325;3;2015;25
20150619;6;2015;19
20150526;5;2015;26
20161209;12;2016;9
20180504;5;2018;4
20150114;1;2015;14
20150815;8;2015;15
20170729;7;2017;29
20150627;6;2015;27
20150329;3;2015;29
20150313;3;2015;13
20180823;8;2018;23
20150403;4;2015;3
20151229;12;2015;29
20151205;12;2015;5
20170118;1;2017;18
20151006;10;2015;6
20151107;11;2015;7
20160327;3;2016;27
20171207;12;2017;7
20150906;9;2015;6
20151215;12;2015;15
20151022;10;2015;22
20151227;12;2015;27
20151231;12;2015;31
20161225;12;2016;25
20180906;9;2018;6
20180124;1;2018;24
20171128;11;2017;28
20180130;1;2018;30
20180810;8;2018;10
20180904;9;2018;4
20160424;4;2016;24
20100912;9;2010;12
19960920;9;1996;20
20080802;8;2008;2
20150130;1;2015;30
20021209;12;2002;9
20111125;11;2011;25
20141229;12;2014;29
20111203;12;2011;3
20111218;12;2011;18
20150714;7;2015;14
20130106;1;2013;6
20111204;12;2011;4
20120503;5;2012;3
20120320;3;2012;20
20120104;1;2012;4
20180411;4;2018;11
20180917;9;2018;17
20000807;8;2000;7
20081031;10;2008;31
20090314;3;2009;14
20100305;3;2010;5
20121208;12;2012;8
20091212;12;2009;12
20100220;2;2010;20
20090625;6;2009;25
20100224;2;2010;24
20101120;11;2010;20
20091223;12;2009;23
20050724;7;2005;24
20050705;7;2005;5
20060204;2;2006;4
19970405;4;1997;5
20180628;6;2018;28
20160417;4;2016;17
20160419;4;2016;19
20161217;12;2016;17
20160412;4;2016;12
20171003;10;2017;3
20170828;8;2017;28
20160415;4;2016;15
20160420;4;2016;20
20170509;5;2017;9
20170301;3;2017;1
20171012;10;2017;12
20171009;10;2017;9
20170215;2;2017;15
20170216;2;2017;16
20150830;8;2015;30
20150105;1;2015;5
20120721;7;2012;21
20060808;8;2006;8
20070228;2;2007;28
20050904;9;2005;4
20051205;12;2005;5
20130911;9;2013;11
19970529;5;1997;29
20120109;1;2012;9
20120203;2;2012;3
20120110;1;2012;10
20120207;2;2012;7
20120329;3;2012;29
20120210;2;2012;10
20120204;2;2012;4
20120208;2;2012;8
20120211;2;2012;11
20170501;5;2017;1
20170513;5;2017;13
20081213;12;2008;13
20081130;11;2008;30
20090107;1;2009;7
20090115;1;2009;15
20120613;6;2012;13
20071024;10;2007;24
20071016;10;2007;16
20071204;12;2007;4
19980117;1;1998;17
20180703;7;2018;3
20180717;7;2018;17
20170813;8;2017;13
19970721;7;1997;21
20170402;4;2017;2
20170318;3;2017;18
20170304;3;2017;4
20170309;3;2017;9
20170305;3;2017;5
20170307;3;2017;7
20010814;8;2001;14
20001011;10;2000;11
20001021;10;2000;21
20090315;3;2009;15
20090312;3;2009;12
20140810;8;2014;10
19970916;9;1997;16
19961101;11;1996;1
20081029;10;2008;29
20081028;10;2008;28
20130403;4;2013;3
20130402;4;2013;2
20151020;10;2015;20
19961107;11;1996;7
20170429;4;2017;29
20171016;10;2017;16
20170520;5;2017;20
20171019;10;2017;19
20170810;8;2017;10
20170803;8;2017;3
20170503;5;2017;3
20170516;5;2017;16
20171023;10;2017;23
20170522;5;2017;22
20171027;10;2017;27
20171026;10;2017;26
20171018;10;2017;18
20171025;10;2017;25
20170512;5;2017;12
20170814;8;2017;14
20170809;8;2017;9
20170511;5;2017;11
20170517;5;2017;17
20180421;4;2018;21
20170806;8;2017;6
20170812;8;2017;12
20171017;10;2017;17
20171024;10;2017;24
20170521;5;2017;21
20171030;10;2017;30
20170605;6;2017;5
20170807;8;2017;7
20171015;10;2017;15
20061213;12;2006;13
20061130;11;2006;30
20070112;1;2007;12
20100114;1;2010;14
20070210;2;2007;10
20061231;12;2006;31
20100709;7;2010;9
20070113;1;2007;13
20070411;4;2007;11
20070406;4;2007;6
20061205;12;2006;5
20070204;2;2007;4
20061223;12;2006;23
20061215;12;2006;15
20061228;12;2006;28
20100107;1;2010;7
20100710;7;2010;10
20080127;1;2008;27
20070408;4;2007;8
20070111;1;2007;11
20070128;1;2007;28
20070511;5;2007;11
20100108;1;2010;8
20100112;1;2010;12
20090917;9;2009;17
20090724;7;2009;24
20100113;1;2010;13
20180105;1;2018;5
20180106;1;2018;6
19991126;11;1999;26
19991125;11;1999;25
20010729;7;2001;29
20010804;8;2001;4
19960613;6;1996;13
19960725;7;1996;25
19960721;7;1996;21
19960708;7;1996;8
19970530;5;1997;30
19961008;10;1996;8
19961104;11;1996;4
19960916;9;1996;16
19970609;6;1997;9
19961202;12;1996;2
19970623;6;1997;23
19970106;1;1997;6
19960913;9;1996;13
20040911;9;2004;11
20050530;5;2005;30
20070624;6;2007;24
20070704;7;2007;4
20060621;6;2006;21
20060731;7;2006;31
20060807;8;2006;7
20070515;5;2007;15
20050612;6;2005;12
20050529;5;2005;29
20060131;1;2006;31
20091106;11;2009;6
20061021;10;2006;21
20051211;12;2005;11
20040910;9;2004;10
20040912;9;2004;12
20040914;9;2004;14
20070908;9;2007;8
20060709;7;2006;9
20070726;7;2007;26
20050803;8;2005;3
20050905;9;2005;5
20050821;8;2005;21
20060226;2;2006;26
20060809;8;2006;9
20070525;5;2007;25
20070507;5;2007;7
20070723;7;2007;23
20060314;3;2006;14
20061216;12;2006;16
20050828;8;2005;28
20050603;6;2005;3
20060318;3;2006;18
20060711;7;2006;11
20060815;8;2006;15
20060326;3;2006;26
20060823;8;2006;23
20040930;9;2004;30
20060217;2;2006;17
20060422;4;2006;22
20050717;7;2005;17
20051106;11;2005;6
20061112;11;2006;12
20080711;7;2008;11
20050626;6;2005;26
20060603;6;2006;3
